1.000000000000000000e+01 6.116333169473184457e-03 3.022141994117508282e-05 6.011263021122260387e-03 4.015203495680290554e-05
1.050000000000000000e+01 6.605905903547725812e-03 6.242145788623038722e-05 6.519806712034719766e-03 2.920095402141476620e-05
1.100000000000000000e+01 7.481523762916961716e-03 9.044643964441797905e-05 7.237121678785565088e-03 5.049269065301664007e-05
1.150000000000000000e+01 8.439942927761186209e-03 8.685621594953473997e-05 8.357035179053354246e-03 9.975737736449945823e-05
1.200000000000000000e+01 1.020644304145908871e-02 1.343366618814953678e-04 9.926270125739298372e-03 6.732871660704718340e-05
1.250000000000000000e+01 1.266601922667321377e-02 7.930852662633485959e-05 1.261017559844500487e-02 1.524651803667053881e-04
1.300000000000000000e+01 1.671641053973979205e-02 2.541144554775653865e-04 1.666122315395148282e-02 1.851736101574875341e-04
1.350000000000000000e+01 2.218812932700088211e-02 2.767677376603236948e-04 2.304804551226741563e-02 2.750399978052361482e-04
1.400000000000000000e+01 3.195128034879247264e-02 3.888811279852272805e-04 3.120324532666091111e-02 2.869983938416903859e-04
1.450000000000000000e+01 4.785522010504145857e-02 6.589399904212548710e-04 4.726192218917768528e-02 6.194622664716613455e-04
