9.182327330185422951e-03 9.285021871255965883e-03 5.962461287186851186e-03
8.948647447698366772e-03 9.295674426053701297e-03 6.035687739294751802e-03
9.042842162001372974e-03 8.779895768219891580e-03 5.848478595900720098e-03
9.269416517557345012e-03 9.988457138371126254e-03 6.210618103069552240e-03
9.848415117044722125e-03 9.339134754350978188e-03 6.086554832424756825e-03
1.040469066502883004e-02 1.020806960843853584e-02 6.856749628442067139e-03
9.652647903890802794e-03 9.510857567330555096e-03 6.260048502343513836e-03
9.682233707531195249e-03 8.868210489194061630e-03 5.828147848267793349e-03
9.868853117472540723e-03 8.934709933184752442e-03 6.267235278290816079e-03
9.021228072531353379e-03 9.979857605239766255e-03 6.656776591841617047e-03
8.771929735471702128e-03 9.424040987491989069e-03 5.842316582042396227e-03
