1.500582056934805959e-02 1.496016284721149621e-02
1.449519843244705293e-02 1.530761328512550944e-02
1.459604701191256036e-02 1.528708109977665146e-02
1.545519604626653318e-02 1.519771156726868258e-02
1.652465504129414439e-02 1.494383662541702920e-02
1.546034444421220955e-02 1.597151434187986732e-02
1.450795017026768226e-02 1.475383471312946906e-02
1.521447191252639844e-02 1.568804756892923716e-02
1.488884016421123009e-02 1.573728951687532879e-02
1.572851663703612665e-02 1.532223148036507970e-02
1.489497630598047781e-02 1.386700693612677449e-02
