1.000000000000000000e+01 4.972296469844385801e-03 4.066898437980725876e-05 5.009576424168862320e-03 3.060866793967571245e-05
1.050000000000000000e+01 5.355458019320613258e-03 3.343686436015851744e-05 5.278105624342019873e-03 4.024482371639557848e-05
1.100000000000000000e+01 5.726351056002539595e-03 7.658061575686413278e-05 5.641924366925546788e-03 5.789035767499856982e-05
1.150000000000000000e+01 6.484251721367198518e-03 6.644901505221377524e-05 6.500097035495037284e-03 6.666760749298155514e-05
1.200000000000000000e+01 7.799290752631013457e-03 7.649004660176145242e-05 7.657205377315599165e-03 6.572122253102900737e-05
1.250000000000000000e+01 1.011836256224440608e-02 7.581299144276292847e-05 9.817630784435470506e-03 9.999555341091211514e-05
1.300000000000000000e+01 1.353671046274326252e-02 1.477027962308869586e-04 1.362565026577884295e-02 8.922882312713704142e-05
1.350000000000000000e+01 1.912594040722315897e-02 2.323082891717445457e-04 1.912038525177967019e-02 2.094548821542944680e-04
1.400000000000000000e+01 2.910859252278544598e-02 2.302549955271045406e-04 2.925805548918739354e-02 2.525442168692877730e-04
1.450000000000000000e+01 4.554375014712103847e-02 3.210600976929909233e-04 4.468753797045246084e-02 4.569242078750733200e-04
