7.571808740707420063e-03 7.253061791973722597e-03 4.893675960406408156e-03
7.494626874817463154e-03 7.460392510888209060e-03 5.048833456217621807e-03
7.159293342566494869e-03 8.253995532221941947e-03 5.180466943180283765e-03
7.300214720175156671e-03 7.418941159408274852e-03 4.683408134879188563e-03
7.806121170002754128e-03 6.693172999376289026e-03 4.770267330573741901e-03
7.223777404405207041e-03 7.619314879612533280e-03 5.093209956188905416e-03
7.648851521264668496e-03 7.213974096970506011e-03 4.827967116689324718e-03
7.664184064061167062e-03 8.383113259618530863e-03 5.176322060957536456e-03
7.747129346196134428e-03 7.988951084146451304e-03 5.166846867594917896e-03
7.545412569439752769e-03 7.900443832568593977e-03 5.033527202375326012e-03
7.605897260075027838e-03 7.519102841658237626e-03 5.071368268968684707e-03
