plate id,c00,c01,c10,c02,c11,c20,c03,c12,c21,c30,c04,c13,c22,c31,c40,c05,c14,c23,c32,c41,c50,d00,d01,d10,d02,d11,d20,d03,d12,d21,d30,d04,d13,d22,d31,d40,d05,d14,d23,d32,d41,d50,c00 error,c01 error,c10 error,c02 error,c11 error,c20 error,c03 error,c12 error,c21 error,c30 error,c04 error,c13 error,c22 error,c31 error,c40 error,c05 error,c14 error,c23 error,c32 error,c41 error,c50 error,d00 error,d01 error,d10 error,d02 error,d11 error,d20 error,d03 error,d12 error,d21 error,d30 error,d04 error,d13 error,d22 error,d31 error,d40 error,d05 error,d14 error,d23 error,d32 error,d41 error,d50 error
1,-7.275957614183426e-12,7.275957614183426e-12,1.0000000000009095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999998863,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6316046648963522e-16,-4.0210482297054713e-17,6.059183242000971e-16,6.43586419892291e-18,-8.876684605280098e-19,1.1344037999675113e-19,-1.3839089652418034e-20,-1.7156812583152732e-16,2.8372162820806173e-17,-3.970778333062558e-18,5.116580368401392e-19,2.1074571702729887e-15,-7.261681977351133e-16,1.2470530177141444e-16,-1.7735170163147726e-17,6.499527738293925e-15,-3.0437980486350196e-15,5.462989382413029e-16,1.4884760815792778e-14,-1.2606520825019012e-14,-2.0722333388690286e-15,3.678266714560393e-18,2.191143303478038e-19,1.3671408326666498e-17,1.6307896879766442e-16,3.69246647793112e-18,-5.38839121768018e-17,2.6582747501333795e-22,1.3637714521594099e-18,-4.1362081690459466e-19,6.951175284982737e-20,-9.809699840603663e-21,4.7618586638516984e-17,7.944490368796286e-18,-2.0844116706135555e-18,3.3941703005744253e-19,1.472791270353034e-16,4.439196681425974e-17,-1.0441146200393881e-17,3.4023166901293237e-16,2.4104860173054754e-16,-1.960434854503103e-17
