8.499999999999999778e-01 0.000000000000000000e+00
8.510802774911999657e-01 0.000000000000000000e+00
8.916500000000000536e-01 0.000000000000000000e+00
8.982173654912000149e-01 2.460432089163042679e-01
9.083499999999999908e-01 6.284524694999999994e-01
9.453544534911999531e-01 6.386596546028342480e-01
1.000000000000000000e+00 6.400365283244545678e-01
1.039628629491200051e+00 6.348451692323271445e-01
1.133902805491199928e+00 6.542006832945792549e-01
1.199999999999999956e+00 6.622074000000000016e-01
1.228176981491200026e+00 6.644828884942849401e-01
1.322451157491199902e+00 6.472037367134606534e-01
1.399999999999999911e+00 6.394563735287276396e-01
1.416725333491200001e+00 6.368016279923238709e-01
1.510999509491200099e+00 6.133800638250697101e-01
1.548709179891199827e+00 5.972424691792396212e-01
1.605273685491199975e+00 0.000000000000000000e+00
1.800000000000000044e+00 0.000000000000000000e+00
