1.297913286848947911e-02 1.034856250551549790e-02
1.032173780421134085e-02 1.116590443556539358e-02
1.085188988915665627e-02 1.430505215680912684e-02
1.209893814230725284e-02 1.387072312914464610e-02
9.412713155647184013e-03 9.428925555840243083e-03
1.182628586083001379e-02 1.059415454374564199e-02
1.207970625890606581e-02 1.099435536518883830e-02
1.167147831497392617e-02 9.643579324619049736e-03
1.111980486140670688e-02 1.169218185852679247e-02
1.225348007012425598e-02 1.187304928273986981e-02
1.029981837580974842e-02 1.188880366342494679e-02
