5.260817341540527728e-03 5.027700400208010359e-03
4.902253949695464276e-03 5.087153638080453566e-03
4.991542668386346991e-03 5.039442792156098409e-03
5.278347966520322183e-03 5.082108674181004537e-03
5.258331029477379508e-03 4.964618249420414513e-03
4.929472819897751101e-03 5.054030228011107545e-03
5.437253661118942108e-03 5.197663067628574551e-03
5.308843041820272661e-03 5.057427308835465637e-03
5.561718897131778805e-03 5.038823628632668056e-03
5.166325316923485109e-03 5.040707307623105982e-03
5.174003361102628637e-03 4.961500279188796846e-03
