5.798010907049778312e-03 5.791247952026211572e-03
5.803568537935789931e-03 5.589704487055551299e-03
5.847817028112446344e-03 5.221731357510547497e-03
5.721618560808685444e-03 5.601657035677039785e-03
5.761950200344831061e-03 5.583520473906191002e-03
5.503053499673324356e-03 5.507450350376583321e-03
6.251143329500346082e-03 5.575581620568799933e-03
5.836871533609581421e-03 5.685518545094104051e-03
6.003939022349214297e-03 5.909021037646270194e-03
5.597477573881585490e-03 5.328407191734147071e-03
5.958065251661202530e-03 5.602998386307368565e-03
