1.189657927688376506e-02 1.190573487380819015e-02 7.684209005188588279e-03
1.280751454133698120e-02 1.143368232317192035e-02 7.917227680900354100e-03
1.156667502644738096e-02 1.189670677414960027e-02 7.465832201178176052e-03
1.262490920858675217e-02 1.139675926748032544e-02 7.635000122864951146e-03
1.197010438654833725e-02 1.226904614106084229e-02 8.349302783284096724e-03
1.146391563246472803e-02 1.114074082017965130e-02 7.121589983257062793e-03
1.180234929081898018e-02 1.039077432140045679e-02 7.330593854597480287e-03
1.196151520663598679e-02 1.145855278484310923e-02 7.536498048562868118e-03
1.193776369654167557e-02 1.157671313229946368e-02 7.566731128222627112e-03
1.205610563493439077e-02 1.072949383263731293e-02 7.355589185200344694e-03
1.311868727484331691e-02 1.154338573590942170e-02 7.866839208089167895e-03
