1.143999999999997241e-01 1.147999999999997078e-01 3.029422874492830670e+04
1.684999999999995390e-01 1.156999999999996920e-01 3.275162193227737589e+04
2.229999999999995874e-01 1.157999999999996948e-01 3.229401136606019645e+04
2.761999999999997790e-01 1.151999999999997054e-01 3.358746342701237154e+04
3.277999999999998693e-01 1.151999999999997054e-01 3.440587779792376386e+04
3.799999999999996714e-01 1.146999999999997050e-01 3.562115415686177585e+04
4.324999999999996625e-01 1.144999999999997270e-01 3.665752862880734028e+04
4.845999999999995866e-01 1.144999999999997270e-01 3.699735192008589365e+04
5.363999999999995438e-01 1.143999999999997241e-01 3.808027920634138718e+04
5.879999999999996341e-01 1.154999999999996863e-01 3.804121341830702295e+04
6.414999999999996261e-01 1.149999999999997136e-01 3.954975014643982286e+04
6.969999999999997309e-01 1.150999999999997025e-01 4.046036040880408109e+04
7.523999999999995136e-01 1.145999999999997021e-01 4.074071907692342211e+04
8.050999999999995937e-01 1.143999999999997241e-01 4.201208813873445615e+04
8.571999999999994069e-01 1.142999999999997213e-01 4.144652069742639287e+04
9.088999999999994861e-01 1.144999999999996992e-01 4.217851474115035671e+04
9.921999999999995268e-01 1.152999999999997083e-01 4.324147910596526344e+04
1.084699999999998221e+00 1.149999999999997136e-01 5.808738834012350708e+04
6.945999999999997732e-01 1.146999999999997050e-01 4.130706294211796194e+04
2.928999999999998272e-01 1.148999999999997107e-01 3.527998929394095467e+04
1.144999999999997270e-01 1.685999999999996390e-01 3.227041898127684544e+04
1.681999999999995721e-01 1.700999999999995849e-01 3.277806741483191581e+04
2.229999999999995874e-01 1.686999999999996280e-01 3.285026798817336385e+04
2.763999999999997570e-01 1.693999999999995509e-01 3.435001861649979401e+04
3.278999999999998582e-01 1.705999999999996408e-01 3.516033311848746962e+04
3.788999999999996815e-01 1.679999999999995941e-01 3.692873137008862977e+04
4.317999999999997396e-01 1.685999999999996390e-01 3.667991900450970570e+04
4.846999999999995756e-01 1.689999999999995950e-01 3.823256585900537175e+04
5.366999999999996218e-01 1.694999999999995399e-01 3.840527873836387153e+04
5.885999999999996790e-01 1.683999999999995500e-01 3.995166482296588947e+04
6.422999999999996490e-01 1.692999999999995620e-01 4.035491796557400085e+04
6.979999999999997318e-01 1.692999999999995620e-01 4.167879602084314683e+04
7.549999999999995604e-01 1.693999999999995509e-01 4.122687808992061036e+04
8.056999999999996387e-01 1.678999999999996051e-01 4.242453888638259377e+04
8.566999999999994619e-01 1.695999999999996399e-01 4.329488458034543146e+04
9.100999999999994650e-01 1.700999999999995849e-01 4.330376457378228952e+04
9.925999999999995937e-01 1.694999999999996509e-01 4.263213738719010144e+04
1.088099999999999179e+00 1.688999999999996060e-01 5.933106590711414174e+04
6.898999999999997357e-01 1.688999999999996060e-01 4.158861381947248447e+04
2.829999999999998073e-01 1.677999999999996161e-01 3.614028098192235484e+04
1.145999999999997021e-01 2.239999999999995883e-01 3.278026242808148527e+04
1.683999999999995500e-01 2.245999999999996333e-01 3.492787467643860145e+04
2.238999999999995993e-01 2.240999999999995773e-01 3.441422142727727623e+04
2.762999999999997680e-01 2.220999999999995755e-01 3.571507101034055813e+04
3.276999999999998803e-01 2.234999999999996434e-01 3.578197472713459138e+04
3.804999999999997273e-01 2.236999999999996214e-01 3.690484824302982452e+04
4.320999999999997065e-01 2.234999999999995324e-01 3.778823875033669901e+04
4.833999999999994968e-01 2.242999999999995553e-01 3.822599630724992312e+04
5.364999999999996438e-01 2.227999999999996095e-01 3.877934122937294160e+04
5.881999999999996120e-01 2.233999999999995434e-01 4.042985741687507107e+04
6.424999999999996270e-01 2.240999999999995773e-01 4.177239285424366972e+04
7.019999999999997353e-01 2.241999999999995663e-01 4.156100378510707378e+04
7.582999999999995300e-01 2.236999999999996214e-01 4.307991235253008927e+04
8.054999999999995497e-01 2.241999999999995663e-01 4.338093951867005671e+04
8.534999999999994813e-01 2.237999999999996104e-01 4.259539662509359914e+04
9.071999999999994513e-01 2.228999999999995985e-01 4.362387378234167409e+04
9.919999999999995488e-01 2.241999999999995663e-01 4.451763714734501991e+04
1.089499999999999025e+00 2.231999999999995654e-01 5.979729134794070706e+04
6.939999999999997282e-01 2.225999999999996315e-01 4.210176730846644205e+04
2.771999999999997799e-01 2.237999999999996104e-01 3.702672227208512049e+04
1.144999999999997270e-01 2.767999999999998240e-01 3.421620800853652327e+04
1.682999999999995611e-01 2.762999999999997680e-01 3.494883355560578639e+04
2.233999999999995434e-01 2.763999999999997570e-01 3.633123683639289084e+04
2.763999999999997570e-01 2.758999999999998121e-01 3.621189993573677202e+04
3.271999999999998243e-01 2.744999999999997442e-01 3.757624644006805465e+04
3.787999999999996925e-01 2.761999999999997790e-01 3.808097579951627995e+04
4.317999999999997396e-01 2.758999999999998121e-01 3.941667084384100599e+04
4.838999999999995527e-01 2.743999999999997552e-01 3.964710485210295883e+04
5.356999999999996209e-01 2.752999999999997671e-01 4.109190744434209773e+04
5.885999999999996790e-01 2.750999999999997891e-01 4.131698825190916250e+04
6.445999999999997288e-01 2.764999999999997460e-01 4.219677808119417023e+04
7.038999999999997481e-01 2.762999999999997680e-01 4.238770849971010466e+04
7.619999999999995666e-01 2.767999999999998240e-01 4.357181579427517136e+04
8.057999999999996277e-01 2.771999999999997799e-01 4.393319628765792731e+04
