2.107490558579160067e-02 1.885406334877194612e-02
1.580297430312353757e-02 1.978719842612921068e-02
1.863105406034006040e-02 2.269242022277126458e-02
2.008887975845406737e-02 2.300069618965101467e-02
1.754675349972921114e-02 1.546497485310217163e-02
1.960501876511985819e-02 1.946799396306398561e-02
2.205390939956051316e-02 1.998708250595226596e-02
1.851152674532553430e-02 1.528649180023457059e-02
1.972570304416812470e-02 1.851491091089411956e-02
2.036006620096813061e-02 1.957422114652585671e-02
1.746178388048691063e-02 1.967135876321199697e-02
