9.730807092199022026e-03 1.024429002612664390e-02
1.021733114124104627e-02 1.039902362484628265e-02
9.473704181738566363e-03 1.046087998349955715e-02
9.207014728996213565e-03 9.289131836923713442e-03
9.544940327019657902e-03 9.718110808170588033e-03
9.879496665335470509e-03 9.690626922866846238e-03
9.675501441861926802e-03 9.918172683292370007e-03
1.019691059259134058e-02 9.531141300161976790e-03
9.812611356618521768e-03 9.810151115879859121e-03
9.477353921806663112e-03 9.626027793722975040e-03
9.444482549896408494e-03 9.714024782110888129e-03
