1.267403084924615363e-02 1.292785110160979585e-02
1.220067702279074157e-02 1.219449306702405887e-02
1.194801309639199546e-02 1.292741745935971180e-02
1.224299730314242808e-02 1.212175624832955573e-02
1.272295233152228970e-02 1.234665283200255328e-02
1.138693084138609965e-02 1.270883942626532294e-02
1.194269204098635448e-02 1.333726946011118235e-02
1.293367062039032546e-02 1.258631990006230800e-02
1.263927623014984500e-02 1.202341230727975961e-02
1.250897732203411390e-02 1.183711602514383489e-02
1.199981311042780038e-02 1.178442462638529947e-02
