1.330353848591971262e-02 1.460984684614732854e-02
1.285094755153386864e-02 1.381373583489060169e-02
1.393817733179216443e-02 1.328348515640310167e-02
1.367903009997536133e-02 1.324439241002751261e-02
1.332348325727030110e-02 1.373809264127193348e-02
1.260537713829730858e-02 1.359177998925128507e-02
1.417700573871021746e-02 1.369575529329601984e-02
1.323867046069239148e-02 1.266514709514313976e-02
1.371094865735500261e-02 1.354186200151005944e-02
1.311533832638834413e-02 1.376208035060077356e-02
1.314215189690874121e-02 1.312339030865860949e-02
