2.824242428459500936e-02 2.993496948802323865e-02
2.885509537426840174e-02 3.137711514674933894e-02
3.060318249855442305e-02 2.959496424835067127e-02
3.190447227659054530e-02 3.022938147908700579e-02
3.172515126086596776e-02 3.002286512637032667e-02
2.894186395751139132e-02 3.003275919410638636e-02
3.023596814552359513e-02 3.019553161821376952e-02
2.971090504151265022e-02 3.035986804952534729e-02
3.068092079868580194e-02 3.130350477242346136e-02
3.026693123251851178e-02 2.824756023141148514e-02
3.258283087766228325e-02 2.948348310426276986e-02
