1.000000000000000000e+01 5.065459771699549335e-03 3.516204768226130348e-05 4.927819582232318731e-03 2.831142401471558844e-05
1.050000000000000000e+01 5.308642580598627904e-03 6.516512800193121529e-05 5.219686554460980892e-03 3.989722563525393764e-05
1.100000000000000000e+01 5.630930002648221189e-03 5.657209381180616244e-05 5.541019372264015946e-03 5.216258728107046725e-05
1.150000000000000000e+01 6.281631254145208544e-03 8.052413922613412445e-05 6.102468208175984912e-03 6.186067320433477395e-05
1.200000000000000000e+01 7.109996878654450785e-03 7.226547142191089409e-05 6.953109595529488422e-03 7.875090707360920715e-05
1.250000000000000000e+01 8.624500046583879337e-03 1.235016040362083760e-04 8.667230617380788579e-03 1.149068560373892495e-04
1.300000000000000000e+01 1.102779600066757307e-02 5.799146797664308118e-05 1.092897398494341830e-02 1.434152555976007373e-04
1.350000000000000000e+01 1.461774803130812955e-02 8.101572134568000216e-05 1.492018193310201864e-02 2.125305842189429437e-04
1.400000000000000000e+01 2.040061295913311520e-02 2.275094135701462078e-04 2.031323092022588317e-02 2.249372287898206439e-04
1.450000000000000000e+01 3.034088597711714561e-02 4.106919151705406700e-04 3.007109113259307659e-02 2.570469469134154406e-04
