9.293951190850318136e-03 9.490719497912492378e-03 6.289850162177493265e-03
9.286276351944362101e-03 9.550708736903888371e-03 6.025304484365425796e-03
9.407182529545046745e-03 1.008533912219847575e-02 6.594774066456317307e-03
9.681740874823752813e-03 1.039729372800739758e-02 6.255626235747577084e-03
1.017920809575820207e-02 1.084652089627306630e-02 6.643814173584706127e-03
9.417440511125616670e-03 1.003762558401517790e-02 6.681512357304695074e-03
9.679163858484208377e-03 1.020614378485736398e-02 6.210489645898315328e-03
9.010894855120426053e-03 9.952591198807302433e-03 6.222823092140554457e-03
9.735385108135173604e-03 1.027353733517821430e-02 6.744260828976843085e-03
1.085672671835984440e-02 1.010984369858414743e-02 6.851823778618380649e-03
1.008895541343966980e-02 9.926607206381884291e-03 6.500523990838104511e-03
