7.881569048557577825e-03 8.496153093583164867e-03 5.343879553428671977e-03
8.294219056217508323e-03 8.276612787128398083e-03 5.402615100741495376e-03
7.320253153024084379e-03 8.223131899808697881e-03 5.243379137528396926e-03
7.293289095583288355e-03 8.184836234831606439e-03 4.728629352294110369e-03
8.100035114301414041e-03 7.917126136525188748e-03 5.079155827420757906e-03
7.808955302718686292e-03 8.693226607344508097e-03 5.280159199546054574e-03
8.244471646002752771e-03 9.678377016449125209e-03 5.655258156251631238e-03
8.219097804295515466e-03 8.247284318593039662e-03 5.478456488373907758e-03
7.289540310634363453e-03 8.374009240574841265e-03 5.162193686015660761e-03
7.899249215825002515e-03 7.830456558777792661e-03 5.026632655404886241e-03
7.764832451823144160e-03 7.213915043967923484e-03 4.832446234363971596e-03
