plate index,star index,x pixel,y pixel,lambda,beta,Hwmag,nphoton
0,210,1.028548e+03,1.028710e+03,999.000,999.000,12.0,999.0
0,211,1.126163e+03,1.028957e+03,999.000,999.000,12.0,999.0
0,212,1.224699e+03,1.027314e+03,999.000,999.000,12.0,999.0
0,213,1.323232e+03,1.029311e+03,999.000,999.000,12.0,999.0
0,214,1.421322e+03,1.028683e+03,999.000,999.000,12.0,999.0
