1.000000000000000000e+01 6.788885691580415910e-03 9.637800405614176601e-05 6.315122530501245633e-03 5.978586286783280589e-05
1.050000000000000000e+01 6.691795648269638873e-03 7.485231953945527402e-05 6.356830996813875312e-03 7.340326951835670385e-05
1.100000000000000000e+01 6.986388911601536938e-03 1.513711594517415219e-04 6.673259486446984218e-03 9.452123309457243730e-05
1.150000000000000000e+01 7.033230871361378575e-03 1.283832785104362648e-04 6.812993858161228537e-03 7.854446597284063416e-05
1.200000000000000000e+01 7.526934355904951225e-03 1.573642773432743023e-04 7.199196965265594605e-03 1.137695020621823160e-04
1.250000000000000000e+01 7.887240276048200147e-03 1.362648901882929065e-04 7.593335888066671084e-03 1.414391054198449579e-04
1.300000000000000000e+01 8.559644576476344024e-03 1.260944560599945000e-04 8.422429656714285756e-03 1.536467668330336893e-04
1.350000000000000000e+01 9.606120804808555846e-03 1.212416430616619986e-04 9.663646069523442253e-03 1.376220939467737592e-04
1.400000000000000000e+01 1.144031899283838409e-02 1.334916086845310142e-04 1.198529410095018448e-02 1.763174889321648552e-04
1.450000000000000000e+01 1.481675175950998395e-02 1.778363545078699823e-04 1.521761116308033464e-02 1.430386698440852099e-04
