7.660335584569863757e-03 7.618982663294322950e-03
8.159205960378257058e-03 7.755315270582763265e-03
7.759149970738834709e-03 8.482036675387738880e-03
7.849634928811603449e-03 8.291370620551401227e-03
8.080091587799329358e-03 7.695336761672509455e-03
7.916557211963040283e-03 7.707058534529828524e-03
7.573338049607445527e-03 7.748021182132831287e-03
7.978798679384613290e-03 7.699924966027226446e-03
7.717627938237684067e-03 8.282719080325320199e-03
7.638050517328479061e-03 7.513934783891992007e-03
7.410000417009617729e-03 7.857486175130677653e-03
