7.288442531181126872e-03 7.867760025057334364e-03 4.951558339474547432e-03
8.032816137387205693e-03 9.530502836437195271e-03 5.561395620368425260e-03
7.086940226308489216e-03 7.973495649136172481e-03 4.846194484253630100e-03
7.361991220439830473e-03 8.272117220984689587e-03 4.911261227527809192e-03
8.338387765562839740e-03 8.176034430015612087e-03 5.269296485277468085e-03
8.632848312424666257e-03 8.720415678267397566e-03 5.452481440947855827e-03
8.013032144230316720e-03 7.902031369115545753e-03 4.818603827157767923e-03
7.384716936763706038e-03 7.888837375207286354e-03 5.060314754396766194e-03
7.222988256297849761e-03 9.443981510288228937e-03 5.415054319342961671e-03
6.826828287368883960e-03 8.514795074933870223e-03 5.008358806227299412e-03
7.768270402616576226e-03 7.842202361983591913e-03 4.846167203786724657e-03
