5.799647808681509566e-03 5.786921542177519452e-03
5.799308138236100932e-03 5.593235529232526079e-03
5.838922146914764938e-03 5.218596705973900692e-03
5.721152265295565212e-03 5.601544028939488794e-03
5.816004319263374904e-03 5.582634510520847332e-03
5.499903123575295393e-03 5.500150851178429480e-03
6.270221050125114430e-03 5.580233906098271482e-03
5.830104014336198043e-03 5.690246124377985708e-03
6.004880648710638792e-03 5.899216468016812466e-03
5.599407508855530451e-03 5.323586551206204755e-03
5.967079601873646541e-03 5.600550319536208403e-03
