2.885822343541885604e-02 3.058446642868043949e-02
2.952908613417731115e-02 3.030318179248446542e-02
2.912367941944050964e-02 2.955151305673664117e-02
2.896156359566950597e-02 2.952115695745187451e-02
3.169967725954780935e-02 3.046655014346092913e-02
3.132773501578110797e-02 3.107171011893076346e-02
3.285162774016728293e-02 3.238768022112881867e-02
2.983733934469319851e-02 2.995204347234661432e-02
3.343312030643430521e-02 3.127312821113612668e-02
3.111449679681444272e-02 3.019835936775323512e-02
3.003650301934443489e-02 3.105029976236675995e-02
