1.400000000000000000e+01 1.150000000000000000e+01 6.194664225406648107e-03 8.327047500868400539e-05 6.162994852211257056e-03 4.893622874447954861e-05
1.400000000000000000e+01 1.200000000000000000e+01 7.421084964261914774e-03 8.222592539164824471e-05 7.136933787972012978e-03 6.841257057542494209e-05
1.400000000000000000e+01 1.250000000000000000e+01 8.546022746603211886e-03 7.360803724965047105e-05 8.499910761877171872e-03 8.399849941752371158e-05
1.400000000000000000e+01 1.300000000000000000e+01 1.044837367277248567e-02 1.490791387675350743e-04 1.049398677040163687e-02 1.102295115051253697e-04
1.400000000000000000e+01 1.350000000000000000e+01 1.383347367109240104e-02 2.377621033610751019e-04 1.394225123444113243e-02 1.238141635581903517e-04
1.400000000000000000e+01 1.400000000000000000e+01 1.907031297071843171e-02 2.645200712595967697e-04 1.908707543082773656e-02 1.859071079285880442e-04
1.400000000000000000e+01 1.450000000000000000e+01 2.695641910153108098e-02 3.352521841754274264e-04 2.746399003331992036e-02 4.006247935025312925e-04
1.500000000000000000e+01 1.000000000000000000e+01 5.208227504338323877e-03 6.526344463848059087e-05 5.050013198073687558e-03 2.012664955756574497e-05
1.500000000000000000e+01 1.050000000000000000e+01 5.452706372226508169e-03 6.600144497434946161e-05 5.311483934173247962e-03 3.493234717252467986e-05
1.500000000000000000e+01 1.100000000000000000e+01 5.831511875078884515e-03 6.475082259985589595e-05 5.579719685205290422e-03 6.005611886402277994e-05
1.500000000000000000e+01 1.150000000000000000e+01 6.196211886174615539e-03 8.418788199866207914e-05 6.145174481013039071e-03 4.957700814046822217e-05
1.500000000000000000e+01 1.200000000000000000e+01 7.431157969119167594e-03 8.511738293134935463e-05 7.146004652099909732e-03 6.416431953759911652e-05
1.500000000000000000e+01 1.250000000000000000e+01 8.530020421659319577e-03 7.337228170432980013e-05 8.516873619935654352e-03 8.928816466908226013e-05
1.500000000000000000e+01 1.300000000000000000e+01 1.045798659189805385e-02 1.593665650993185542e-04 1.046540903371036800e-02 1.026747676167677703e-04
1.500000000000000000e+01 1.350000000000000000e+01 1.375771131073069177e-02 2.175829292651950038e-04 1.388071336294771120e-02 1.386191173017618458e-04
1.500000000000000000e+01 1.400000000000000000e+01 1.899611557270186948e-02 2.881877643312735901e-04 1.909756146202662083e-02 1.806841156622414422e-04
1.500000000000000000e+01 1.450000000000000000e+01 2.709593642014953424e-02 4.328603092282285532e-04 2.763328331770437130e-02 3.997263747812691576e-04
1.600000000000000000e+01 1.000000000000000000e+01 5.205914599984795207e-03 6.464117554144407191e-05 5.049572659025524692e-03 1.978404886868881867e-05
1.600000000000000000e+01 1.050000000000000000e+01 5.455245441854968472e-03 6.553088071279174881e-05 5.312319783501145282e-03 3.454452038699534950e-05
1.600000000000000000e+01 1.100000000000000000e+01 5.829328180489470532e-03 6.532763093615314256e-05 5.584284119011483950e-03 5.999966960966221903e-05
1.600000000000000000e+01 1.150000000000000000e+01 6.199119737626710043e-03 8.496382211719520898e-05 6.147244283337475503e-03 4.822179165597474052e-05
1.600000000000000000e+01 1.200000000000000000e+01 7.426803975925321509e-03 8.236845513042642404e-05 7.141739280668835642e-03 6.241140049447151236e-05
1.600000000000000000e+01 1.250000000000000000e+01 8.526242839682500463e-03 7.473675048384306372e-05 8.513602644069345055e-03 9.107873862180941062e-05
1.600000000000000000e+01 1.300000000000000000e+01 1.044493132644328144e-02 1.452185757639285228e-04 1.047633471056732060e-02 1.021652198463011252e-04
1.600000000000000000e+01 1.350000000000000000e+01 1.378975073741864170e-02 2.290361513720365761e-04 1.393290841761279757e-02 1.478646289827882361e-04
1.600000000000000000e+01 1.400000000000000000e+01 1.908176918142033551e-02 2.623693382620275816e-04 1.905963173543443953e-02 1.639669846257829069e-04
1.600000000000000000e+01 1.450000000000000000e+01 2.688260397858328876e-02 3.505609796846108654e-04 2.742395781332736260e-02 4.328590013641430215e-04
