1.000000000000000000e+01 1.000000000000000000e+01 5.228081644630194584e-03 6.532817285327627039e-05 5.073301690261096224e-03 2.256796121242751963e-05
1.000000000000000000e+01 1.050000000000000000e+01 5.547568016080589234e-03 6.931981638601607233e-05 5.370414344038464821e-03 3.897624999373690090e-05
1.000000000000000000e+01 1.100000000000000000e+01 6.010527090327372202e-03 5.991483383730415854e-05 5.796405541841520570e-03 6.516075272891479566e-05
1.000000000000000000e+01 1.150000000000000000e+01 6.608065909268917744e-03 6.897140038868511175e-05 6.483202251033249285e-03 6.648019186469061241e-05
1.000000000000000000e+01 1.200000000000000000e+01 8.408886766223155201e-03 1.074474826040182883e-04 8.149917592507178316e-03 9.325922487143176057e-05
1.000000000000000000e+01 1.250000000000000000e+01 1.027786608746407600e-02 8.996268137327602876e-05 1.032600941404292899e-02 7.419026072948453111e-05
1.000000000000000000e+01 1.300000000000000000e+01 1.369389378830548377e-02 1.512018027273217928e-04 1.393852736428888989e-02 1.569102438665958491e-04
1.000000000000000000e+01 1.350000000000000000e+01 2.036402103588644610e-02 1.975334760716531085e-04 2.076457024931392670e-02 2.487829818754138918e-04
1.000000000000000000e+01 1.400000000000000000e+01 3.061573200613534190e-02 5.004107264641904137e-04 3.057818995749788174e-02 2.649432252511427308e-04
1.000000000000000000e+01 1.450000000000000000e+01 5.012312513944511966e-02 6.337691364435912985e-04 5.050207956884395638e-02 5.734975964833599529e-04
1.100000000000000000e+01 1.000000000000000000e+01 5.224797447260517459e-03 6.815720859146037996e-05 5.054417949870462085e-03 1.784193379606749963e-05
1.100000000000000000e+01 1.050000000000000000e+01 5.454327429867900957e-03 6.149166831165808723e-05 5.321899431352885429e-03 3.284557068675489355e-05
1.100000000000000000e+01 1.100000000000000000e+01 5.868502639603736561e-03 6.673964003922319883e-05 5.639519367081780726e-03 6.424579948719001178e-05
1.100000000000000000e+01 1.150000000000000000e+01 6.340258744938959135e-03 6.915434419964869121e-05 6.249983436588072740e-03 5.930852560314074510e-05
1.100000000000000000e+01 1.200000000000000000e+01 7.665480657344053879e-03 9.231863996283358692e-05 7.371395356001891365e-03 6.882296130078995955e-05
1.100000000000000000e+01 1.250000000000000000e+01 9.059972006129650077e-03 7.330868790976978022e-05 9.038469478977507326e-03 1.164181968896371716e-04
1.100000000000000000e+01 1.300000000000000000e+01 1.147444479996340659e-02 1.410112489801107212e-04 1.153770429990991393e-02 1.552277159635463125e-04
1.100000000000000000e+01 1.350000000000000000e+01 1.545210221722205166e-02 2.310851540017475937e-04 1.566274677272551374e-02 1.702682625054798406e-04
1.100000000000000000e+01 1.400000000000000000e+01 2.191188253750116915e-02 3.694538558063112897e-04 2.201075342067651194e-02 2.777634588977497053e-04
1.100000000000000000e+01 1.450000000000000000e+01 3.253781308414294138e-02 3.678763486900983874e-04 3.263139539075363832e-02 4.519673233331854799e-04
1.200000000000000000e+01 1.000000000000000000e+01 5.218871094451515112e-03 7.009834683152730292e-05 5.050660599622834243e-03 1.969459537095086162e-05
1.200000000000000000e+01 1.050000000000000000e+01 5.474505848804904137e-03 6.163378670391889851e-05 5.312780213719660478e-03 3.621811771460574061e-05
1.200000000000000000e+01 1.100000000000000000e+01 5.822371321841185443e-03 6.486502926247851802e-05 5.585369787113706429e-03 5.729826563893151178e-05
1.200000000000000000e+01 1.150000000000000000e+01 6.208189033098577073e-03 7.111427234304267312e-05 6.188202439571571269e-03 3.855745199200675345e-05
1.200000000000000000e+01 1.200000000000000000e+01 7.510311386227114944e-03 7.396036319733835095e-05 7.185418294576806364e-03 6.223100814911092400e-05
1.200000000000000000e+01 1.250000000000000000e+01 8.618233251387129312e-03 7.206487489592741321e-05 8.666653496889100902e-03 8.978681958535574285e-05
1.200000000000000000e+01 1.300000000000000000e+01 1.074932450159992066e-02 1.357287999631954568e-04 1.077791037068724644e-02 1.559722691357286130e-04
1.200000000000000000e+01 1.350000000000000000e+01 1.437631903808502844e-02 2.163657936977283016e-04 1.439948789537605703e-02 1.846458742268872167e-04
1.200000000000000000e+01 1.400000000000000000e+01 1.955886780970756203e-02 2.562074060692258741e-04 1.989767632882066470e-02 2.080901197334961432e-04
1.200000000000000000e+01 1.450000000000000000e+01 2.833324857826211365e-02 3.679928190311090299e-04 2.898624214835259991e-02 4.823136706433164356e-04
1.300000000000000000e+01 1.000000000000000000e+01 5.206787847962532703e-03 6.488952273861505718e-05 5.050430352377409220e-03 2.018613329086548980e-05
1.300000000000000000e+01 1.050000000000000000e+01 5.463957959085097120e-03 6.504315831657798063e-05 5.309692850511981560e-03 3.394456898067844199e-05
1.300000000000000000e+01 1.100000000000000000e+01 5.823967793375497450e-03 6.523050435520446168e-05 5.589885995595602654e-03 5.759588649871955892e-05
1.300000000000000000e+01 1.150000000000000000e+01 6.185102608843557649e-03 7.826417028725969746e-05 6.147297240048241185e-03 4.863583102471586328e-05
1.300000000000000000e+01 1.200000000000000000e+01 7.475560943772749205e-03 8.457538954160080820e-05 7.157069421730999359e-03 6.502531962130015178e-05
1.300000000000000000e+01 1.250000000000000000e+01 8.548028505212645206e-03 7.247258353910482050e-05 8.541232770338613375e-03 8.518984224433661170e-05
1.300000000000000000e+01 1.300000000000000000e+01 1.049276874434223843e-02 1.615347919117536904e-04 1.054602625586829531e-02 1.113824197069715954e-04
1.300000000000000000e+01 1.350000000000000000e+01 1.400999851604215612e-02 2.119276278832999782e-04 1.401834279218182149e-02 1.621417656068948351e-04
1.300000000000000000e+01 1.400000000000000000e+01 1.910500583771215441e-02 2.604411714101609494e-04 1.925251062296870139e-02 1.865657369361041810e-04
1.300000000000000000e+01 1.450000000000000000e+01 2.737379391920680138e-02 3.603554686728641099e-04 2.762489546921235301e-02 4.127152057021663684e-04
1.400000000000000000e+01 1.000000000000000000e+01 5.205614436189471596e-03 6.466809776034234064e-05 5.044202545469112821e-03 2.002730612603793699e-05
1.400000000000000000e+01 1.050000000000000000e+01 5.457455938652552331e-03 6.492106498857165033e-05 5.309593687206851792e-03 3.393461935379407191e-05
1.400000000000000000e+01 1.100000000000000000e+01 5.823119544103517314e-03 6.115460252471937154e-05 5.585967526060307137e-03 5.838141252248527628e-05
