plate id,c00,c01,c10,d00,d01,d10,c00 error,c01 error,c10 error,d00 error,d01 error,d10 error
1,-7.275957614183426e-12,7.275957614183426e-12,1.0000000000009095,0.0,0.9999999999998863,-2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0
