1.173487081344293595e-02 1.163475935590979789e-02
1.233249665810045789e-02 1.186539369146680407e-02
1.326817492364706745e-02 1.272133772306566386e-02
1.254247410890290890e-02 1.191394748117711490e-02
1.202413328708398961e-02 1.263590881956874745e-02
1.237384700850542238e-02 1.200879212052751756e-02
1.230111129646086626e-02 1.276139050815925172e-02
1.223940093308533220e-02 1.249196647645015729e-02
1.154663928298327487e-02 1.276350032184914163e-02
1.272227055601806919e-02 1.166135519432673351e-02
1.217357721505421542e-02 1.245118509200532006e-02
