1.000000000000000000e+01 9.143869821297508083e-03 3.271300965905851602e-05 9.068559251470032639e-03 3.196907392286400356e-05
1.050000000000000000e+01 9.181746148718748432e-03 3.848722483728320371e-05 9.173967273714099882e-03 4.760941129302699793e-05
1.100000000000000000e+01 9.401963510836683011e-03 5.988124542735333126e-05 9.443800223369786667e-03 6.104303368325673669e-05
1.150000000000000000e+01 9.730129700068864546e-03 5.256786190421638066e-05 9.786889008366307652e-03 4.273925722611989891e-05
1.200000000000000000e+01 1.034445662126189450e-02 5.022672650251133129e-05 1.023481503533460631e-02 9.440269117266536102e-05
1.250000000000000000e+01 1.114840239205225521e-02 1.165061012119273878e-04 1.108384892903886178e-02 6.632120464699431471e-05
1.300000000000000000e+01 1.245839754028200616e-02 1.448845866682575570e-04 1.200444663836207695e-02 1.076080881951931636e-04
1.350000000000000000e+01 1.436448351569711950e-02 1.188415883005259255e-04 1.440227818938698626e-02 1.380149820338315021e-04
1.400000000000000000e+01 1.825411257638913029e-02 1.961439047006564536e-04 1.823372333470934734e-02 2.039420163745737685e-04
1.450000000000000000e+01 2.416353674657602951e-02 2.245940358963211241e-04 2.402188708017266583e-02 1.823399183810588131e-04
