7.043387954096002636e-03 6.730886507116124427e-03 4.634701224679297488e-03
6.533328972923856635e-03 6.380369249761591935e-03 4.242876797043145486e-03
6.667486885451131932e-03 6.539174598589432390e-03 4.082446946982422158e-03
6.383388873445694500e-03 6.410216924189771417e-03 4.125702194176720898e-03
6.584581237272114224e-03 6.313132943900867135e-03 4.119228313572150836e-03
6.769767313739951872e-03 6.974665139935189856e-03 4.343118589733299499e-03
6.602222953887865002e-03 6.683179305629329166e-03 4.495932370111513712e-03
6.754067632136300653e-03 6.467114157916867452e-03 4.484256497264377944e-03
6.722371522591914610e-03 6.306932612465532620e-03 4.327088905486570040e-03
6.765313069093755252e-03 6.681132265514036321e-03 4.156622602652297431e-03
6.717424921294676450e-03 6.948406899345969077e-03 4.283893582755206493e-03
