2.166196175352405606e-02 2.117249376159959645e-02 1.386333959221252438e-02
2.323971300965426562e-02 2.193590581853847865e-02 1.484552748821391099e-02
2.193385382176274434e-02 2.166227204407046580e-02 1.450053382394592312e-02
2.330776688611218075e-02 2.158183128706950629e-02 1.419345884358023425e-02
2.241413354180728582e-02 2.117770341009068275e-02 1.447600589992234683e-02
2.186719447174896580e-02 2.299842997097390970e-02 1.450770721663512466e-02
2.045771053220846528e-02 2.112643080290439734e-02 1.350636928742598129e-02
2.068806286395300648e-02 2.256145298072360569e-02 1.419540660588331817e-02
2.166278338579553583e-02 2.294689546267817543e-02 1.430522628451504595e-02
2.202142844136452393e-02 2.190264730467416168e-02 1.436258563952796594e-02
2.099717759612895057e-02 2.266517782559959726e-02 1.481302449202812239e-02
